name,state,district,university_name,management_type,established_year,is_engineering,website,status
Surat Technological Institute (NIRF Rank #342),Gujarat,Surat,Gujarat Technological University,Private Aided,2002,True,www.suratengg342.edu.in,approved
Surat Academy of Engineering (NIRF Rank #343),Gujarat,Surat,Gujarat Technological University,Central Government,2003,True,www.suratengg343.edu.in,approved
Vadodara Institute of Technology and Science (NIRF Rank #344),Gujarat,Vadodara,Gujarat Technological University,Private Un-Aided,2004,True,www.vadodaraengg344.edu.in,approved
Vadodara College of Engineering and Technology (NIRF Rank #345),Gujarat,Vadodara,Gujarat Technological University,State Government,2005,True,www.vadodaraengg345.edu.in,approved
Vadodara Engineering College (NIRF Rank #346),Gujarat,Vadodara,Gujarat Technological University,Private Aided,2006,True,www.vadodaraengg346.edu.in,approved
Vadodara Institute of Engineering and Technology (NIRF Rank #347),Gujarat,Vadodara,Gujarat Technological University,Central Government,2007,True,www.vadodaraengg347.edu.in,approved
Vadodara School of Engineering (NIRF Rank #348),Gujarat,Vadodara,Gujarat Technological University,Private Un-Aided,2008,True,www.vadodaraengg348.edu.in,approved
Vadodara Technological Institute (NIRF Rank #349),Gujarat,Vadodara,Gujarat Technological University,State Government,2009,True,www.vadodaraengg349.edu.in,approved
Vadodara Academy of Engineering (NIRF Rank #350),Gujarat,Vadodara,Gujarat Technological University,Private Aided,2010,True,www.vadodaraengg350.edu.in,approved
Rajkot Institute of Technology and Science (NIRF Rank #351),Gujarat,Rajkot,Gujarat Technological University,Central Government,2011,True,www.rajkotengg351.edu.in,approved
Rajkot College of Engineering and Technology (NIRF Rank #352),Gujarat,Rajkot,Gujarat Technological University,Private Un-Aided,2012,True,www.rajkotengg352.edu.in,approved
Rajkot Engineering College (NIRF Rank #353),Gujarat,Rajkot,Gujarat Technological University,State Government,2013,True,www.rajkotengg353.edu.in,approved
Rajkot Institute of Engineering and Technology (NIRF Rank #354),Gujarat,Rajkot,Gujarat Technological University,Private Aided,2014,True,www.rajkotengg354.edu.in,approved
Rajkot School of Engineering (NIRF Rank #355),Gujarat,Rajkot,Gujarat Technological University,Central Government,2015,True,www.rajkotengg355.edu.in,approved
Rajkot Technological Institute (NIRF Rank #356),Gujarat,Rajkot,Gujarat Technological University,Private Un-Aided,2016,True,www.rajkotengg356.edu.in,approved
Rajkot Academy of Engineering (NIRF Rank #357),Gujarat,Rajkot,Gujarat Technological University,State Government,2017,True,www.rajkotengg357.edu.in,approved
Jaipur Institute of Technology and Science (NIRF Rank #358),Rajasthan,Jaipur,Rajasthan Technological University,Private Aided,2018,True,www.jaipurengg358.edu.in,approved
Jaipur College of Engineering and Technology (NIRF Rank #359),Rajasthan,Jaipur,Rajasthan Technological University,Central Government,2019,True,www.jaipurengg359.edu.in,approved
Jaipur Engineering College (NIRF Rank #360),Rajasthan,Jaipur,Rajasthan Technological University,Private Un-Aided,1980,True,www.jaipurengg360.edu.in,approved
Jaipur Institute of Engineering and Technology (NIRF Rank #361),Rajasthan,Jaipur,Rajasthan Technological University,State Government,1981,True,www.jaipurengg361.edu.in,approved
Jaipur School of Engineering (NIRF Rank #362),Rajasthan,Jaipur,Rajasthan Technological University,Private Aided,1982,True,www.jaipurengg362.edu.in,approved
Jaipur Technological Institute (NIRF Rank #363),Rajasthan,Jaipur,Rajasthan Technological University,Central Government,1983,True,www.jaipurengg363.edu.in,approved
Jaipur Academy of Engineering (NIRF Rank #364),Rajasthan,Jaipur,Rajasthan Technological University,Private Un-Aided,1984,True,www.jaipurengg364.edu.in,approved
Kota Institute of Technology and Science (NIRF Rank #365),Rajasthan,Kota,Rajasthan Technological University,State Government,1985,True,www.kotaengg365.edu.in,approved
Kota College of Engineering and Technology (NIRF Rank #366),Rajasthan,Kota,Rajasthan Technological University,Private Aided,1986,True,www.kotaengg366.edu.in,approved
Kota Engineering College (NIRF Rank #367),Rajasthan,Kota,Rajasthan Technological University,Central Government,1987,True,www.kotaengg367.edu.in,approved
Kota Institute of Engineering and Technology (NIRF Rank #368),Rajasthan,Kota,Rajasthan Technological University,Private Un-Aided,1988,True,www.kotaengg368.edu.in,approved
Kota School of Engineering (NIRF Rank #369),Rajasthan,Kota,Rajasthan Technological University,State Government,1989,True,www.kotaengg369.edu.in,approved
Kota Technological Institute (NIRF Rank #370),Rajasthan,Kota,Rajasthan Technological University,Private Aided,1990,True,www.kotaengg370.edu.in,approved
Kota Academy of Engineering (NIRF Rank #371),Rajasthan,Kota,Rajasthan Technological University,Central Government,1991,True,www.kotaengg371.edu.in,approved
Jodhpur Institute of Technology and Science (NIRF Rank #372),Rajasthan,Jodhpur,Rajasthan Technological University,Private Un-Aided,1992,True,www.jodhpurengg372.edu.in,approved
Jodhpur College of Engineering and Technology (NIRF Rank #373),Rajasthan,Jodhpur,Rajasthan Technological University,State Government,1993,True,www.jodhpurengg373.edu.in,approved
Jodhpur Engineering College (NIRF Rank #374),Rajasthan,Jodhpur,Rajasthan Technological University,Private Aided,1994,True,www.jodhpurengg374.edu.in,approved
Jodhpur Institute of Engineering and Technology (NIRF Rank #375),Rajasthan,Jodhpur,Rajasthan Technological University,Central Government,1995,True,www.jodhpurengg375.edu.in,approved
Jodhpur School of Engineering (NIRF Rank #376),Rajasthan,Jodhpur,Rajasthan Technological University,Private Un-Aided,1996,True,www.jodhpurengg376.edu.in,approved
Jodhpur Technological Institute (NIRF Rank #377),Rajasthan,Jodhpur,Rajasthan Technological University,State Government,1997,True,www.jodhpurengg377.edu.in,approved
Jodhpur Academy of Engineering (NIRF Rank #378),Rajasthan,Jodhpur,Rajasthan Technological University,Private Aided,1998,True,www.jodhpurengg378.edu.in,approved
Jhunjhunu Institute of Technology and Science (NIRF Rank #379),Rajasthan,Jhunjhunu,Rajasthan Technological University,Central Government,1999,True,www.jhunjhunuengg379.edu.in,approved
Jhunjhunu College of Engineering and Technology (NIRF Rank #380),Rajasthan,Jhunjhunu,Rajasthan Technological University,Private Un-Aided,2000,True,www.jhunjhunuengg380.edu.in,approved
Jhunjhunu Engineering College (NIRF Rank #381),Rajasthan,Jhunjhunu,Rajasthan Technological University,State Government,2001,True,www.jhunjhunuengg381.edu.in,approved
Jhunjhunu Institute of Engineering and Technology (NIRF Rank #382),Rajasthan,Jhunjhunu,Rajasthan Technological University,Private Aided,2002,True,www.jhunjhunuengg382.edu.in,approved
Jhunjhunu School of Engineering (NIRF Rank #383),Rajasthan,Jhunjhunu,Rajasthan Technological University,Central Government,2003,True,www.jhunjhunuengg383.edu.in,approved
Jhunjhunu Technological Institute (NIRF Rank #384),Rajasthan,Jhunjhunu,Rajasthan Technological University,Private Un-Aided,2004,True,www.jhunjhunuengg384.edu.in,approved
Jhunjhunu Academy of Engineering (NIRF Rank #385),Rajasthan,Jhunjhunu,Rajasthan Technological University,State Government,2005,True,www.jhunjhunuengg385.edu.in,approved
Udaipur Institute of Technology and Science (NIRF Rank #386),Rajasthan,Udaipur,Rajasthan Technological University,Private Aided,2006,True,www.udaipurengg386.edu.in,approved
Udaipur College of Engineering and Technology (NIRF Rank #387),Rajasthan,Udaipur,Rajasthan Technological University,Central Government,2007,True,www.udaipurengg387.edu.in,approved
Udaipur Engineering College (NIRF Rank #388),Rajasthan,Udaipur,Rajasthan Technological University,Private Un-Aided,2008,True,www.udaipurengg388.edu.in,approved
Udaipur Institute of Engineering and Technology (NIRF Rank #389),Rajasthan,Udaipur,Rajasthan Technological University,State Government,2009,True,www.udaipurengg389.edu.in,approved
Udaipur School of Engineering (NIRF Rank #390),Rajasthan,Udaipur,Rajasthan Technological University,Private Aided,2010,True,www.udaipurengg390.edu.in,approved
Udaipur Technological Institute (NIRF Rank #391),Rajasthan,Udaipur,Rajasthan Technological University,Central Government,2011,True,www.udaipurengg391.edu.in,approved
Udaipur Academy of Engineering (NIRF Rank #392),Rajasthan,Udaipur,Rajasthan Technological University,Private Un-Aided,2012,True,www.udaipurengg392.edu.in,approved
Patiala Institute of Technology and Science (NIRF Rank #393),Punjab,Patiala,Punjab Technological University,State Government,2013,True,www.patialaengg393.edu.in,approved
Patiala College of Engineering and Technology (NIRF Rank #394),Punjab,Patiala,Punjab Technological University,Private Aided,2014,True,www.patialaengg394.edu.in,approved
Patiala Engineering College (NIRF Rank #395),Punjab,Patiala,Punjab Technological University,Central Government,2015,True,www.patialaengg395.edu.in,approved
Patiala Institute of Engineering and Technology (NIRF Rank #396),Punjab,Patiala,Punjab Technological University,Private Un-Aided,2016,True,www.patialaengg396.edu.in,approved
Patiala School of Engineering (NIRF Rank #397),Punjab,Patiala,Punjab Technological University,State Government,2017,True,www.patialaengg397.edu.in,approved
Patiala Technological Institute (NIRF Rank #398),Punjab,Patiala,Punjab Technological University,Private Aided,2018,True,www.patialaengg398.edu.in,approved
Patiala Academy of Engineering (NIRF Rank #399),Punjab,Patiala,Punjab Technological University,Central Government,2019,True,www.patialaengg399.edu.in,approved
Ludhiana Institute of Technology and Science (NIRF Rank #400),Punjab,Ludhiana,Punjab Technological University,Private Un-Aided,1980,True,www.ludhianaengg400.edu.in,approved
Ludhiana College of Engineering and Technology (NIRF Rank #401),Punjab,Ludhiana,Punjab Technological University,State Government,1981,True,www.ludhianaengg401.edu.in,approved
Ludhiana Engineering College (NIRF Rank #402),Punjab,Ludhiana,Punjab Technological University,Private Aided,1982,True,www.ludhianaengg402.edu.in,approved
Ludhiana Institute of Engineering and Technology (NIRF Rank #403),Punjab,Ludhiana,Punjab Technological University,Central Government,1983,True,www.ludhianaengg403.edu.in,approved
Ludhiana School of Engineering (NIRF Rank #404),Punjab,Ludhiana,Punjab Technological University,Private Un-Aided,1984,True,www.ludhianaengg404.edu.in,approved
Ludhiana Technological Institute (NIRF Rank #405),Punjab,Ludhiana,Punjab Technological University,State Government,1985,True,www.ludhianaengg405.edu.in,approved
Ludhiana Academy of Engineering (NIRF Rank #406),Punjab,Ludhiana,Punjab Technological University,Private Aided,1986,True,www.ludhianaengg406.edu.in,approved
Jalandhar Institute of Technology and Science (NIRF Rank #407),Punjab,Jalandhar,Punjab Technological University,Central Government,1987,True,www.jalandharengg407.edu.in,approved
Jalandhar College of Engineering and Technology (NIRF Rank #408),Punjab,Jalandhar,Punjab Technological University,Private Un-Aided,1988,True,www.jalandharengg408.edu.in,approved
Jalandhar Engineering College (NIRF Rank #409),Punjab,Jalandhar,Punjab Technological University,State Government,1989,True,www.jalandharengg409.edu.in,approved
Jalandhar Institute of Engineering and Technology (NIRF Rank #410),Punjab,Jalandhar,Punjab Technological University,Private Aided,1990,True,www.jalandharengg410.edu.in,approved
Jalandhar School of Engineering (NIRF Rank #411),Punjab,Jalandhar,Punjab Technological University,Central Government,1991,True,www.jalandharengg411.edu.in,approved
Jalandhar Technological Institute (NIRF Rank #412),Punjab,Jalandhar,Punjab Technological University,Private Un-Aided,1992,True,www.jalandharengg412.edu.in,approved
Jalandhar Academy of Engineering (NIRF Rank #413),Punjab,Jalandhar,Punjab Technological University,State Government,1993,True,www.jalandharengg413.edu.in,approved
Mohali Institute of Technology and Science (NIRF Rank #414),Punjab,Mohali,Punjab Technological University,Private Aided,1994,True,www.mohaliengg414.edu.in,approved
Mohali College of Engineering and Technology (NIRF Rank #415),Punjab,Mohali,Punjab Technological University,Central Government,1995,True,www.mohaliengg415.edu.in,approved
Mohali Engineering College (NIRF Rank #416),Punjab,Mohali,Punjab Technological University,Private Un-Aided,1996,True,www.mohaliengg416.edu.in,approved
Mohali Institute of Engineering and Technology (NIRF Rank #417),Punjab,Mohali,Punjab Technological University,State Government,1997,True,www.mohaliengg417.edu.in,approved
Mohali School of Engineering (NIRF Rank #418),Punjab,Mohali,Punjab Technological University,Private Aided,1998,True,www.mohaliengg418.edu.in,approved
Mohali Technological Institute (NIRF Rank #419),Punjab,Mohali,Punjab Technological University,Central Government,1999,True,www.mohaliengg419.edu.in,approved
Mohali Academy of Engineering (NIRF Rank #420),Punjab,Mohali,Punjab Technological University,Private Un-Aided,2000,True,www.mohaliengg420.edu.in,approved
Amritsar Institute of Technology and Science (NIRF Rank #421),Punjab,Amritsar,Punjab Technological University,State Government,2001,True,www.amritsarengg421.edu.in,approved
Amritsar College of Engineering and Technology (NIRF Rank #422),Punjab,Amritsar,Punjab Technological University,Private Aided,2002,True,www.amritsarengg422.edu.in,approved
Amritsar Engineering College (NIRF Rank #423),Punjab,Amritsar,Punjab Technological University,Central Government,2003,True,www.amritsarengg423.edu.in,approved
Amritsar Institute of Engineering and Technology (NIRF Rank #424),Punjab,Amritsar,Punjab Technological University,Private Un-Aided,2004,True,www.amritsarengg424.edu.in,approved
Amritsar School of Engineering (NIRF Rank #425),Punjab,Amritsar,Punjab Technological University,State Government,2005,True,www.amritsarengg425.edu.in,approved
Amritsar Technological Institute (NIRF Rank #426),Punjab,Amritsar,Punjab Technological University,Private Aided,2006,True,www.amritsarengg426.edu.in,approved
Amritsar Academy of Engineering (NIRF Rank #427),Punjab,Amritsar,Punjab Technological University,Central Government,2007,True,www.amritsarengg427.edu.in,approved
Ernakulam Institute of Technology and Science (NIRF Rank #428),Kerala,Ernakulam,Kerala Technological University,Private Un-Aided,2008,True,www.ernakulamengg428.edu.in,approved
Ernakulam College of Engineering and Technology (NIRF Rank #429),Kerala,Ernakulam,Kerala Technological University,State Government,2009,True,www.ernakulamengg429.edu.in,approved
Ernakulam Engineering College (NIRF Rank #430),Kerala,Ernakulam,Kerala Technological University,Private Aided,2010,True,www.ernakulamengg430.edu.in,approved
Ernakulam Institute of Engineering and Technology (NIRF Rank #431),Kerala,Ernakulam,Kerala Technological University,Central Government,2011,True,www.ernakulamengg431.edu.in,approved
Ernakulam School of Engineering (NIRF Rank #432),Kerala,Ernakulam,Kerala Technological University,Private Un-Aided,2012,True,www.ernakulamengg432.edu.in,approved
Ernakulam Technological Institute (NIRF Rank #433),Kerala,Ernakulam,Kerala Technological University,State Government,2013,True,www.ernakulamengg433.edu.in,approved
Ernakulam Academy of Engineering (NIRF Rank #434),Kerala,Ernakulam,Kerala Technological University,Private Aided,2014,True,www.ernakulamengg434.edu.in,approved
Trivandrum Institute of Technology and Science (NIRF Rank #435),Kerala,Trivandrum,Kerala Technological University,Central Government,2015,True,www.trivandrumengg435.edu.in,approved
Trivandrum College of Engineering and Technology (NIRF Rank #436),Kerala,Trivandrum,Kerala Technological University,Private Un-Aided,2016,True,www.trivandrumengg436.edu.in,approved
Trivandrum Engineering College (NIRF Rank #437),Kerala,Trivandrum,Kerala Technological University,State Government,2017,True,www.trivandrumengg437.edu.in,approved
Trivandrum Institute of Engineering and Technology (NIRF Rank #438),Kerala,Trivandrum,Kerala Technological University,Private Aided,2018,True,www.trivandrumengg438.edu.in,approved
Trivandrum School of Engineering (NIRF Rank #439),Kerala,Trivandrum,Kerala Technological University,Central Government,2019,True,www.trivandrumengg439.edu.in,approved
Trivandrum Technological Institute (NIRF Rank #440),Kerala,Trivandrum,Kerala Technological University,Private Un-Aided,1980,True,www.trivandrumengg440.edu.in,approved
Trivandrum Academy of Engineering (NIRF Rank #441),Kerala,Trivandrum,Kerala Technological University,State Government,1981,True,www.trivandrumengg441.edu.in,approved
Kozhikode Institute of Technology and Science (NIRF Rank #442),Kerala,Kozhikode,Kerala Technological University,Private Aided,1982,True,www.kozhikodeengg442.edu.in,approved
Kozhikode College of Engineering and Technology (NIRF Rank #443),Kerala,Kozhikode,Kerala Technological University,Central Government,1983,True,www.kozhikodeengg443.edu.in,approved
Kozhikode Engineering College (NIRF Rank #444),Kerala,Kozhikode,Kerala Technological University,Private Un-Aided,1984,True,www.kozhikodeengg444.edu.in,approved
Kozhikode Institute of Engineering and Technology (NIRF Rank #445),Kerala,Kozhikode,Kerala Technological University,State Government,1985,True,www.kozhikodeengg445.edu.in,approved
Kozhikode School of Engineering (NIRF Rank #446),Kerala,Kozhikode,Kerala Technological University,Private Aided,1986,True,www.kozhikodeengg446.edu.in,approved
Kozhikode Technological Institute (NIRF Rank #447),Kerala,Kozhikode,Kerala Technological University,Central Government,1987,True,www.kozhikodeengg447.edu.in,approved
Kozhikode Academy of Engineering (NIRF Rank #448),Kerala,Kozhikode,Kerala Technological University,Private Un-Aided,1988,True,www.kozhikodeengg448.edu.in,approved
Kollam Institute of Technology and Science (NIRF Rank #449),Kerala,Kollam,Kerala Technological University,State Government,1989,True,www.kollamengg449.edu.in,approved
Kollam College of Engineering and Technology (NIRF Rank #450),Kerala,Kollam,Kerala Technological University,Private Aided,1990,True,www.kollamengg450.edu.in,approved
Kollam Engineering College (NIRF Rank #451),Kerala,Kollam,Kerala Technological University,Central Government,1991,True,www.kollamengg451.edu.in,approved
Kollam Institute of Engineering and Technology (NIRF Rank #452),Kerala,Kollam,Kerala Technological University,Private Un-Aided,1992,True,www.kollamengg452.edu.in,approved
Kollam School of Engineering (NIRF Rank #453),Kerala,Kollam,Kerala Technological University,State Government,1993,True,www.kollamengg453.edu.in,approved
Kollam Technological Institute (NIRF Rank #454),Kerala,Kollam,Kerala Technological University,Private Aided,1994,True,www.kollamengg454.edu.in,approved
Kollam Academy of Engineering (NIRF Rank #455),Kerala,Kollam,Kerala Technological University,Central Government,1995,True,www.kollamengg455.edu.in,approved
Thrissur Institute of Technology and Science (NIRF Rank #456),Kerala,Thrissur,Kerala Technological University,Private Un-Aided,1996,True,www.thrissurengg456.edu.in,approved
Thrissur College of Engineering and Technology (NIRF Rank #457),Kerala,Thrissur,Kerala Technological University,State Government,1997,True,www.thrissurengg457.edu.in,approved
Thrissur Engineering College (NIRF Rank #458),Kerala,Thrissur,Kerala Technological University,Private Aided,1998,True,www.thrissurengg458.edu.in,approved
Thrissur Institute of Engineering and Technology (NIRF Rank #459),Kerala,Thrissur,Kerala Technological University,Central Government,1999,True,www.thrissurengg459.edu.in,approved
Thrissur School of Engineering (NIRF Rank #460),Kerala,Thrissur,Kerala Technological University,Private Un-Aided,2000,True,www.thrissurengg460.edu.in,approved
Thrissur Technological Institute (NIRF Rank #461),Kerala,Thrissur,Kerala Technological University,State Government,2001,True,www.thrissurengg461.edu.in,approved
Thrissur Academy of Engineering (NIRF Rank #462),Kerala,Thrissur,Kerala Technological University,Private Aided,2002,True,www.thrissurengg462.edu.in,approved
Bhopal Institute of Technology and Science (NIRF Rank #463),Madhya Pradesh,Bhopal,Madhya Pradesh Technological University,Central Government,2003,True,www.bhopalengg463.edu.in,approved
Bhopal College of Engineering and Technology (NIRF Rank #464),Madhya Pradesh,Bhopal,Madhya Pradesh Technological University,Private Un-Aided,2004,True,www.bhopalengg464.edu.in,approved
Bhopal Engineering College (NIRF Rank #465),Madhya Pradesh,Bhopal,Madhya Pradesh Technological University,State Government,2005,True,www.bhopalengg465.edu.in,approved
Bhopal Institute of Engineering and Technology (NIRF Rank #466),Madhya Pradesh,Bhopal,Madhya Pradesh Technological University,Private Aided,2006,True,www.bhopalengg466.edu.in,approved
Bhopal School of Engineering (NIRF Rank #467),Madhya Pradesh,Bhopal,Madhya Pradesh Technological University,Central Government,2007,True,www.bhopalengg467.edu.in,approved
Bhopal Technological Institute (NIRF Rank #468),Madhya Pradesh,Bhopal,Madhya Pradesh Technological University,Private Un-Aided,2008,True,www.bhopalengg468.edu.in,approved
Bhopal Academy of Engineering (NIRF Rank #469),Madhya Pradesh,Bhopal,Madhya Pradesh Technological University,State Government,2009,True,www.bhopalengg469.edu.in,approved
Indore Institute of Technology and Science (NIRF Rank #470),Madhya Pradesh,Indore,Madhya Pradesh Technological University,Private Aided,2010,True,www.indoreengg470.edu.in,approved
Indore College of Engineering and Technology (NIRF Rank #471),Madhya Pradesh,Indore,Madhya Pradesh Technological University,Central Government,2011,True,www.indoreengg471.edu.in,approved
Indore Engineering College (NIRF Rank #472),Madhya Pradesh,Indore,Madhya Pradesh Technological University,Private Un-Aided,2012,True,www.indoreengg472.edu.in,approved
Indore Institute of Engineering and Technology (NIRF Rank #473),Madhya Pradesh,Indore,Madhya Pradesh Technological University,State Government,2013,True,www.indoreengg473.edu.in,approved
Indore School of Engineering (NIRF Rank #474),Madhya Pradesh,Indore,Madhya Pradesh Technological University,Private Aided,2014,True,www.indoreengg474.edu.in,approved
Indore Technological Institute (NIRF Rank #475),Madhya Pradesh,Indore,Madhya Pradesh Technological University,Central Government,2015,True,www.indoreengg475.edu.in,approved
Indore Academy of Engineering (NIRF Rank #476),Madhya Pradesh,Indore,Madhya Pradesh Technological University,Private Un-Aided,2016,True,www.indoreengg476.edu.in,approved
Gwalior Institute of Technology and Science (NIRF Rank #477),Madhya Pradesh,Gwalior,Madhya Pradesh Technological University,State Government,2017,True,www.gwaliorengg477.edu.in,approved
Gwalior College of Engineering and Technology (NIRF Rank #478),Madhya Pradesh,Gwalior,Madhya Pradesh Technological University,Private Aided,2018,True,www.gwaliorengg478.edu.in,approved
Gwalior Engineering College (NIRF Rank #479),Madhya Pradesh,Gwalior,Madhya Pradesh Technological University,Central Government,2019,True,www.gwaliorengg479.edu.in,approved
Gwalior Institute of Engineering and Technology (NIRF Rank #480),Madhya Pradesh,Gwalior,Madhya Pradesh Technological University,Private Un-Aided,1980,True,www.gwaliorengg480.edu.in,approved
Gwalior School of Engineering (NIRF Rank #481),Madhya Pradesh,Gwalior,Madhya Pradesh Technological University,State Government,1981,True,www.gwaliorengg481.edu.in,approved
Gwalior Technological Institute (NIRF Rank #482),Madhya Pradesh,Gwalior,Madhya Pradesh Technological University,Private Aided,1982,True,www.gwaliorengg482.edu.in,approved
Gwalior Academy of Engineering (NIRF Rank #483),Madhya Pradesh,Gwalior,Madhya Pradesh Technological University,Central Government,1983,True,www.gwaliorengg483.edu.in,approved
Jabalpur Institute of Technology and Science (NIRF Rank #484),Madhya Pradesh,Jabalpur,Madhya Pradesh Technological University,Private Un-Aided,1984,True,www.jabalpurengg484.edu.in,approved
Jabalpur College of Engineering and Technology (NIRF Rank #485),Madhya Pradesh,Jabalpur,Madhya Pradesh Technological University,State Government,1985,True,www.jabalpurengg485.edu.in,approved
Jabalpur Engineering College (NIRF Rank #486),Madhya Pradesh,Jabalpur,Madhya Pradesh Technological University,Private Aided,1986,True,www.jabalpurengg486.edu.in,approved
Jabalpur Institute of Engineering and Technology (NIRF Rank #487),Madhya Pradesh,Jabalpur,Madhya Pradesh Technological University,Central Government,1987,True,www.jabalpurengg487.edu.in,approved
Jabalpur School of Engineering (NIRF Rank #488),Madhya Pradesh,Jabalpur,Madhya Pradesh Technological University,Private Un-Aided,1988,True,www.jabalpurengg488.edu.in,approved
Jabalpur Technological Institute (NIRF Rank #489),Madhya Pradesh,Jabalpur,Madhya Pradesh Technological University,State Government,1989,True,www.jabalpurengg489.edu.in,approved
Jabalpur Academy of Engineering (NIRF Rank #490),Madhya Pradesh,Jabalpur,Madhya Pradesh Technological University,Private Aided,1990,True,www.jabalpurengg490.edu.in,approved
Khurda Institute of Technology and Science (NIRF Rank #491),Odisha,Khurda,Odisha Technological University,Central Government,1991,True,www.khurdaengg491.edu.in,approved
Khurda College of Engineering and Technology (NIRF Rank #492),Odisha,Khurda,Odisha Technological University,Private Un-Aided,1992,True,www.khurdaengg492.edu.in,approved
Khurda Engineering College (NIRF Rank #493),Odisha,Khurda,Odisha Technological University,State Government,1993,True,www.khurdaengg493.edu.in,approved
Khurda Institute of Engineering and Technology (NIRF Rank #494),Odisha,Khurda,Odisha Technological University,Private Aided,1994,True,www.khurdaengg494.edu.in,approved
Khurda School of Engineering (NIRF Rank #495),Odisha,Khurda,Odisha Technological University,Central Government,1995,True,www.khurdaengg495.edu.in,approved
Khurda Technological Institute (NIRF Rank #496),Odisha,Khurda,Odisha Technological University,Private Un-Aided,1996,True,www.khurdaengg496.edu.in,approved
Khurda Academy of Engineering (NIRF Rank #497),Odisha,Khurda,Odisha Technological University,State Government,1997,True,www.khurdaengg497.edu.in,approved
Sundargarh Institute of Technology and Science (NIRF Rank #498),Odisha,Sundargarh,Odisha Technological University,Private Aided,1998,True,www.sundargarhengg498.edu.in,approved
Sundargarh College of Engineering and Technology (NIRF Rank #499),Odisha,Sundargarh,Odisha Technological University,Central Government,1999,True,www.sundargarhengg499.edu.in,approved
Sundargarh Engineering College (NIRF Rank #500),Odisha,Sundargarh,Odisha Technological University,Private Un-Aided,2000,True,www.sundargarhengg500.edu.in,approved
Sundargarh Institute of Engineering and Technology (NIRF Rank #501),Odisha,Sundargarh,Odisha Technological University,State Government,2001,True,www.sundargarhengg501.edu.in,approved
Sundargarh School of Engineering (NIRF Rank #502),Odisha,Sundargarh,Odisha Technological University,Private Aided,2002,True,www.sundargarhengg502.edu.in,approved
Sundargarh Technological Institute (NIRF Rank #503),Odisha,Sundargarh,Odisha Technological University,Central Government,2003,True,www.sundargarhengg503.edu.in,approved
Sundargarh Academy of Engineering (NIRF Rank #504),Odisha,Sundargarh,Odisha Technological University,Private Un-Aided,2004,True,www.sundargarhengg504.edu.in,approved
Cuttack Institute of Technology and Science (NIRF Rank #505),Odisha,Cuttack,Odisha Technological University,State Government,2005,True,www.cuttackengg505.edu.in,approved
Cuttack College of Engineering and Technology (NIRF Rank #506),Odisha,Cuttack,Odisha Technological University,Private Aided,2006,True,www.cuttackengg506.edu.in,approved
Cuttack Engineering College (NIRF Rank #507),Odisha,Cuttack,Odisha Technological University,Central Government,2007,True,www.cuttackengg507.edu.in,approved
Cuttack Institute of Engineering and Technology (NIRF Rank #508),Odisha,Cuttack,Odisha Technological University,Private Un-Aided,2008,True,www.cuttackengg508.edu.in,approved
Cuttack School of Engineering (NIRF Rank #509),Odisha,Cuttack,Odisha Technological University,State Government,2009,True,www.cuttackengg509.edu.in,approved
Cuttack Technological Institute (NIRF Rank #510),Odisha,Cuttack,Odisha Technological University,Private Aided,2010,True,www.cuttackengg510.edu.in,approved
Cuttack Academy of Engineering (NIRF Rank #511),Odisha,Cuttack,Odisha Technological University,Central Government,2011,True,www.cuttackengg511.edu.in,approved
Gurugram Institute of Technology and Science (NIRF Rank #512),Haryana,Gurugram,Haryana Technological University,Private Un-Aided,2012,True,www.gurugramengg512.edu.in,approved
Gurugram College of Engineering and Technology (NIRF Rank #513),Haryana,Gurugram,Haryana Technological University,State Government,2013,True,www.gurugramengg513.edu.in,approved
Gurugram Engineering College (NIRF Rank #514),Haryana,Gurugram,Haryana Technological University,Private Aided,2014,True,www.gurugramengg514.edu.in,approved
Gurugram Institute of Engineering and Technology (NIRF Rank #515),Haryana,Gurugram,Haryana Technological University,Central Government,2015,True,www.gurugramengg515.edu.in,approved
Gurugram School of Engineering (NIRF Rank #516),Haryana,Gurugram,Haryana Technological University,Private Un-Aided,2016,True,www.gurugramengg516.edu.in,approved
Gurugram Technological Institute (NIRF Rank #517),Haryana,Gurugram,Haryana Technological University,State Government,2017,True,www.gurugramengg517.edu.in,approved
Gurugram Academy of Engineering (NIRF Rank #518),Haryana,Gurugram,Haryana Technological University,Private Aided,2018,True,www.gurugramengg518.edu.in,approved
Faridabad Institute of Technology and Science (NIRF Rank #519),Haryana,Faridabad,Haryana Technological University,Central Government,2019,True,www.faridabadengg519.edu.in,approved
Faridabad College of Engineering and Technology (NIRF Rank #520),Haryana,Faridabad,Haryana Technological University,Private Un-Aided,1980,True,www.faridabadengg520.edu.in,approved
Faridabad Engineering College (NIRF Rank #521),Haryana,Faridabad,Haryana Technological University,State Government,1981,True,www.faridabadengg521.edu.in,approved
Faridabad Institute of Engineering and Technology (NIRF Rank #522),Haryana,Faridabad,Haryana Technological University,Private Aided,1982,True,www.faridabadengg522.edu.in,approved
Faridabad School of Engineering (NIRF Rank #523),Haryana,Faridabad,Haryana Technological University,Central Government,1983,True,www.faridabadengg523.edu.in,approved
Faridabad Technological Institute (NIRF Rank #524),Haryana,Faridabad,Haryana Technological University,Private Un-Aided,1984,True,www.faridabadengg524.edu.in,approved
